	# ID	name	start	stop	frame	product	description	function	cogcats	status_region	status_function	type	region_number	function_number	start_adjst	end_adjst
492	KPHLBEJAJH_109	RpsF leader regulatory_region	488034	488119	-	Dbxref=RFAM:RF02893,SO:0000140	-	-	-	-	-	regulatory_region	-	-	488034	488119
493	Rd_02430	rpsF CDS	488117	488494	-	30S ribosomal protein S6	-	-	-	-	-	CDS	-	-	488117	488494
494	Rd_02435	priB CDS	488523	488807	-	primosomal replication protein N	-	-	-	-	-	CDS	-	-	488523	488807
495	Rd_02440	rpsR CDS	488820	489047	-	30S ribosomal protein S18	-	-	-	-	-	CDS	-	-	488820	489047
496	Rd_02445	rplI CDS	489064	489513	-	50S ribosomal protein L9	-	-	-	-	-	CDS	-	-	489064	489513
497	Rd_02450c	groL CDS	491333	489687	-	chaperonin GroEL	-	-	-	-	-	CDS	-	-	489687	491333
498	Rd_02455c	groES CDS	491646	491356	-	Co-chaperonin GroES	-	-	-	-	-	CDS	-	-	491356	491646
499	Rd_02460	ureA CDS	491809	492111	-	urease subunit gamma	-	-	-	-	-	CDS	-	-	491809	492111
500	Rd_02465	ureB CDS	492188	492493	-	urease subunit beta	-	-	-	-	-	CDS	-	-	492188	492493
501	Rd_02470	ureC CDS	492505	494223	-	urease subunit alpha	-	-	-	-	-	CDS	-	-	492505	494223
502	Rd_02475c	5_ureB_sRNA ncRNA	492960	492658	-	gene=5_ureB_sRNA	-	-	-	-	-	ncRNA	-	-	492658	492960
503	Rd_02480	ureE CDS	494351	494908	-	urease accessory protein UreE	-	-	-	-	-	CDS	-	-	494351	494908
504	Rd_02485	ureF CDS	494893	495600	-	Urease accessory protein UreF	-	-	-	-	-	CDS	-	-	494893	495600
505	Rd_02490	ureG CDS	495745	496380	-	urease accessory protein UreG	-	-	-	-	-	CDS	-	-	495745	496380
506	Rd_02495	ureD CDS	496455	497270	-	Urease accessory protein UreD	-	-	-	-	-	CDS	-	-	496455	497270
507	Rd_02500	aspA CDS	497426	498844	-	aspartate ammonia-lyase	-	-	-	-	-	CDS	-	-	497426	498844
508	Rd_02505c	rpoD CDS	501037	499148	-	RNA polymerase sigma factor RpoD	-	-	-	-	-	CDS	-	-	499148	501037
509	Rd_02510c	dnaG CDS	502888	501107	-	DNA primase	-	-	-	-	-	CDS	-	-	501107	502888
510	Rd_02515c	rpsU CDS	503237	503022	-	30S ribosomal protein S21	-	-	-	-	-	CDS	-	-	503022	503237
511	Rd_02520	tsaD CDS	503469	504497	-	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	-	-	-	-	-	CDS	-	-	503469	504497
512	Rd_02525	tdk CDS	504506	505087	-	thymidine kinase	-	-	-	-	-	CDS	-	-	504506	505087
513	Rd_02530	tyrP-B CDS	505124	506344	-	Tyrosine-specific transport system 2	-	-	-	-	-	CDS	-	-	505124	506344
514	Rd_02535c	yfhL CDS	506746	506486	-	YfhL family 4Fe-4S dicluster ferredoxin	-	-	-	-	-	CDS	-	-	506486	506746
515	Rd_02540	rnaI CDS	506824	507642	-	putative ribonuclease	-	-	-	-	-	CDS	-	-	506824	507642
516	Rd_02545	pgk CDS	507744	508904	-	phosphoglycerate kinase	-	-	-	-	-	CDS	-	-	507744	508904
517	Rd_02550	fbaA CDS	509015	510094	-	class II fructose-bisphosphate aldolase	-	-	-	-	-	CDS	-	-	509015	510094
518	Rd_02555	waaQ CDS	510162	511202	-	heptosyltransferase-like protein	-	-	-	-	-	CDS	-	-	510162	511202
519	Rd_02560c	yczE CDS	511814	511158	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	511158	511814
520	Rd_02565	yjjI CDS	512027	513571	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	512027	513571
521	Rd_02570	pflA CDS	513580	514368	-	Putative glycyl-radical enzyme activating enzyme	-	-	-	-	-	CDS	-	-	513580	514368
522	Rd_02575	nupC CDS	514467	515720	-	Uncharacterized transporter	-	-	-	-	-	CDS	-	-	514467	515720
523	Rd_02580	deoD CDS	515804	516520	-	purine-nucleoside phosphorylase	-	-	-	-	-	CDS	-	-	515804	516520
524	Rd_02585	rplK CDS	516693	517121	-	50S ribosomal protein L11	-	-	-	-	-	CDS	-	-	516693	517121
525	Rd_02590	rplA CDS	517126	517815	-	50S ribosomal protein L1	-	-	-	-	-	CDS	-	-	517126	517815
526	Rd_02595	rpoB CDS	518199	522230	-	DNA-directed RNA polymerase subunit beta	-	-	-	-	-	CDS	-	-	518199	522230
527	Rd_02600	rpoC CDS	522475	526722	-	DNA-directed RNA polymerase subunit beta'	-	-	-	-	-	CDS	-	-	522475	526722
528	Rd_02605	hindIIM CDS	526795	528351	-	Type II methyltransferase M-HindII	-	-	-	-	-	CDS	-	-	526795	528351
529	Rd_02610	hindIIR CDS	528348	529124	-	Type II restriction enzyme	-	-	-	-	-	CDS	-	-	528348	529124
530	Rd_02615	tehA CDS	529383	530327	-	dicarboxylate transporter/tellurite-resistance protein TehA	-	-	-	-	-	CDS	-	-	529383	530327
531	Rd_02620c	tsaA CDS	531099	530380	-	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	-	-	-	-	-	CDS	-	-	530380	531099
532	Rd_02625	menA CDS	531161	532072	-	1%2C4-dihydroxy-2-naphthoate octaprenyltransferase	-	-	-	-	-	CDS	-	-	531161	532072
533	Rd_02630	rraA CDS	532124	532612	-	ribonuclease E activity regulator RraA	-	-	-	-	-	CDS	-	-	532124	532612
534	Rd_02635c	yqhA CDS	533303	532752	-	UPF0114 protein CGSHiGG_05795	-	-	-	-	-	CDS	-	-	532752	533303
535	Rd_02640c	rbsR CDS	534407	533409	-	Ribose operon repressor	-	-	-	-	-	CDS	-	-	533409	534407
536	Rd_02645c	rbsK CDS	535355	534435	-	ribokinase	-	-	-	-	-	CDS	-	-	534435	535355
537	Rd_02650c	rbsB CDS	536331	535453	-	ribose ABC transporter substrate-binding protein RbsB	-	-	-	-	-	CDS	-	-	535453	536331
538	Rd_02655c	rbsC CDS	537280	536351	-	ribose ABC transporter permease	-	-	-	-	-	CDS	-	-	536351	537280
539	Rd_02660c	rbsA CDS	538816	537335	-	ribose ABC transporter ATP-binding protein RbsA	-	-	-	-	-	CDS	-	-	537335	538816
540	Rd_02665c	rbsD CDS	539249	538830	-	D-ribose pyranase	-	-	-	-	-	CDS	-	-	538830	539249
541	Rd_02670c	rmuC CDS	540853	539411	-	DNA recombination RmuC-like protein	-	-	-	-	-	CDS	-	-	539411	540853
542	Rd_02675c	ordL CDS	542313	541018	-	putative oxidoreductase OrdL	-	-	-	-	-	CDS	-	-	541018	542313
543	Rd_02680	potD-A CDS	542454	543506	-	Spermidine/putrescine-binding periplasmic protein 2	-	-	-	-	-	CDS	-	-	542454	543506
544	Rd_02685c	hslU CDS	544910	543576	-	HslU--HslV peptidase ATPase subunit	-	-	-	-	-	CDS	-	-	543576	544910
545	Rd_02690c	hslV CDS	545448	544921	-	ATP-dependent protease subunit HslV	-	-	-	-	-	CDS	-	-	544921	545448
546	Rd_02695	aphA CDS	545667	546374	-	acid phosphatase AphA	-	-	-	-	-	CDS	-	-	545667	546374
547	Rd_02700c	luxS CDS	547822	547319	-	S-ribosylhomocysteine lyase	-	-	-	-	-	CDS	-	-	547319	547822
548	Rd_02705	JA04 ncRNA	547927	548006	-	gene=JA04	-	-	-	-	-	ncRNA	-	-	547927	548006
549	Rd_02710	JA04 ncRNA	548072	548153	-	gene=JA04	-	-	-	-	-	ncRNA	-	-	548072	548153
550	Rd_02715c	ygaA CDS	548625	548152	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	548152	548625
551	Rd_02720c	ycjU CDS	549227	548625	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	548625	549227
552	Rd_02725	Uncharacterized protein CDS	549343	549720	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	549343	549720
553	Rd_02730	rsmG CDS	549860	550471	-	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	-	-	-	-	-	CDS	-	-	549860	550471
554	Rd_02735	atpI CDS	550597	550971	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	550597	550971
555	Rd_02740	atpB CDS	551008	551796	-	F0F1 ATP synthase subunit A	-	-	-	-	-	CDS	-	-	551008	551796
556	Rd_02745	atpE CDS	551852	552106	-	F0F1 ATP synthase subunit C	-	-	-	-	-	CDS	-	-	551852	552106
557	Rd_02750	atpF CDS	552156	552626	-	F0F1 ATP synthase subunit B	-	-	-	-	-	CDS	-	-	552156	552626
558	Rd_02755	atpH CDS	552639	553172	-	F0F1 ATP synthase subunit delta	-	-	-	-	-	CDS	-	-	552639	553172
559	Rd_02760	atpA CDS	553185	554726	-	F0F1 ATP synthase subunit alpha	-	-	-	-	-	CDS	-	-	553185	554726
560	Rd_02765	atpG CDS	554742	555611	-	F0F1 ATP synthase subunit gamma	-	-	-	-	-	CDS	-	-	554742	555611
561	Rd_02770	atpD CDS	555628	557001	-	F0F1 ATP synthase subunit beta	-	-	-	-	-	CDS	-	-	555628	557001
562	Rd_02775	atpC CDS	557031	557459	-	F0F1 ATP synthase subunit epsilon	-	-	-	-	-	CDS	-	-	557031	557459
563	Rd_02780c	tyrP-A CDS	558847	557645	-	Tyrosine-specific transport system 1	-	-	-	-	-	CDS	-	-	557645	558847
564	Rd_02785c	hisIE CDS	559776	559111	-	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase	-	-	-	-	-	CDS	-	-	559111	559776
565	Rd_02790c	hisF CDS	560552	559776	-	Imidazole glycerol phosphate synthase subunit	-	-	-	-	-	CDS	-	-	559776	560552
566	Rd_02795c	hisA CDS	561283	560534	-	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	-	-	-	-	-	CDS	-	-	560534	561283
567	Rd_02800c	hisH CDS	561918	561319	-	imidazole glycerol phosphate synthase subunit	-	-	-	-	-	CDS	-	-	561319	561918
568	Rd_02805c	hisB CDS	563072	561984	-	bifunctional	-	-	-	-	-	CDS	-	-	561984	563072
569	Rd_02810c	hisC CDS	564242	563184	-	histidinol-phosphate transaminase	-	-	-	-	-	CDS	-	-	563184	564242
570	Rd_02815c	hisD CDS	565639	564356	-	Histidinol dehydrogenase	-	-	-	-	-	CDS	-	-	564356	565639
571	Rd_02820c	hisG CDS	566643	565732	-	ATP phosphoribosyltransferase	-	-	-	-	-	CDS	-	-	565732	566643
572	KPHLBEJAJH_104c	Histidine operon leader regulatory_region	566809	566673	-	Dbxref=RFAM:RF00514,SO:0000140	-	-	-	-	-	regulatory_region	-	-	566673	566809
573	Rd_02825	hypothetical protein CDS	566803	567072	-	hypothetical protein	-	-	-	-	-	CDS	-	-	566803	567072
574	Rd_02830	yicC CDS	567091	567954	-	UPF0701 protein	-	-	-	-	-	CDS	-	-	567091	567954
575	Rd_02835	ygfZ CDS	567964	568806	-	tRNA-modifying protein YgfZ	-	-	-	-	-	CDS	-	-	567964	568806
576	Rd_02840c	serA CDS	570082	568850	-	phosphoglycerate dehydrogenase	-	-	-	-	-	CDS	-	-	568850	570082
577	Rd_02845c	rpiA CDS	570771	570112	-	ribose-5-phosphate isomerase RpiA	-	-	-	-	-	CDS	-	-	570112	570771
578	Rd_02850c	hemW CDS	572055	570904	-	radical SAM family heme chaperone HemW	-	-	-	-	-	CDS	-	-	570904	572055
579	Rd_02855c	lon CDS	574583	572172	-	endopeptidase La	-	-	-	-	-	CDS	-	-	572172	574583
580	Rd_02860	virK CDS	574776	575651	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	574776	575651
581	Rd_02865c	mazG CDS	576492	575701	-	nucleoside triphosphate pyrophosphohydrolase	-	-	-	-	-	CDS	-	-	575701	576492
582	Rd_02870	pyrR CDS	576624	577163	-	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	-	-	-	-	-	CDS	-	-	576624	577163
583	Rd_02875	surA CDS	577240	578175	-	Putative peptidyl-prolyl cis-trans isomerase SurA	-	-	-	-	-	CDS	-	-	577240	578175
584	Rd_02880	mltG CDS	578245	579288	-	Endolytic murein transglycosylase	-	-	-	-	-	CDS	-	-	578245	579288
585	Rd_02885	tmk CDS	579305	579937	-	dTMP kinase	-	-	-	-	-	CDS	-	-	579305	579937
586	Rd_02890	holB CDS	579934	580917	-	DNA polymerase III subunit delta'	-	-	-	-	-	CDS	-	-	579934	580917
587	Rd_02895	tatD CDS	580972	581754	-	Uncharacterized metal-dependent hydrolase	-	-	-	-	-	CDS	-	-	580972	581754
588	Rd_02900	Uncharacterized protein CDS	581781	582305	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	581781	582305
589	Rd_02905	paeA CDS	582362	583654	-	Polyamine export protein	-	-	-	-	-	CDS	-	-	582362	583654
590	Rd_02910	Uncharacterized protein CDS	583726	583917	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	583726	583917
591	Rd_02915	vapD CDS	583926	584201	-	virulence-associated protein VapD	-	-	-	-	-	CDS	-	-	583926	584201
592	Rd_02920	Uncharacterized protein CDS	584294	584824	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	584294	584824
593	Rd_02925	fruB CDS	584896	586395	-	fused PTS fructose transporter subunit IIA/HPr protein	-	-	-	-	-	CDS	-	-	584896	586395
594	Rd_02930	fruK CDS	586397	587338	-	1-phosphofructokinase	-	-	-	-	-	CDS	-	-	586397	587338
595	Rd_02935	fruA CDS	587340	589010	-	PTS system fructose-specific EIIB'BC component	-	-	-	-	-	CDS	-	-	587340	589010
596	Rd_02940c	trnL tRNA	589516	589431	-	tRNA-Leu(gag)	-	-	-	-	-	tRNA	-	-	589431	589516
597	Rd_02945c	secG CDS	589879	589541	-	preprotein translocase subunit SecG	-	-	-	-	-	CDS	-	-	589541	589879
598	Rd_02950c	topB CDS	591943	589988	-	DNA topoisomerase 3	-	-	-	-	-	CDS	-	-	589988	591943
599	Rd_02955c	recR CDS	592561	591959	-	recombination mediator RecR	-	-	-	-	-	CDS	-	-	591959	592561
600	Rd_02960c	ybaB CDS	592952	592623	-	YbaB/EbfC family nucleoid-associated protein	-	-	-	-	-	CDS	-	-	592623	592952
601	Rd_02965c	rlmJ CDS	593950	593105	-	Ribosomal RNA large subunit methyltransferase J	-	-	-	-	-	CDS	-	-	593105	593950
602	Rd_02970c	mrcA CDS	596632	594038	-	Penicillin-binding protein 1A	-	-	-	-	-	CDS	-	-	594038	596632
603	Rd_02975	comA CDS	596731	597528	-	Competence protein A	-	-	-	-	-	CDS	-	-	596731	597528
604	Rd_02980	comB CDS	597529	598035	-	competence protein ComB	-	-	-	-	-	CDS	-	-	597529	598035
605	Rd_02985	comC CDS	598032	598553	-	competence protein ComC	-	-	-	-	-	CDS	-	-	598032	598553
606	Rd_02990	comD CDS	598550	598963	-	Competence protein D	-	-	-	-	-	CDS	-	-	598550	598963
607	Rd_02995	comE CDS	598973	600310	-	Competence protein E	-	-	-	-	-	CDS	-	-	598973	600310
608	Rd_03000	comF CDS	600319	601008	-	Competence protein F	-	-	-	-	-	CDS	-	-	600319	601008
609	Rd_03005	nfuA CDS	601084	601680	-	NfuA family Fe-S biogenesis protein	-	-	-	-	-	CDS	-	-	601084	601680
610	Rd_03010	nudC CDS	601747	602541	-	NAD(+) diphosphatase	-	-	-	-	-	CDS	-	-	601747	602541
611	Rd_03015	yjaG CDS	602577	603167	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	602577	603167
612	Rd_03020	hup CDS	603307	603579	-	DNA-binding protein HU	-	-	-	-	-	CDS	-	-	603307	603579
613	Rd_03025	glmS CDS	603691	605523	-	glutamine--fructose-6-phosphate transaminase (isomerizing)	-	-	-	-	-	CDS	-	-	603691	605523
614	Rd_03030c	dsbB CDS	606110	605577	-	disulfide bond formation protein DsbB	-	-	-	-	-	CDS	-	-	605577	606110
615	Rd_03035c	nhaB CDS	607664	606120	-	Na(+)/H(+) antiporter NhaB	-	-	-	-	-	CDS	-	-	606120	607664
616	Rd_03040	fadR CDS	607789	608514	-	fatty acid metabolism transcriptional regulator FadR	-	-	-	-	-	CDS	-	-	607789	608514
617	Rd_03045c	pssA CDS	609926	608559	-	CDP-diacylglycerol--serine O-phosphatidyltransferase	-	-	-	-	-	CDS	-	-	608559	609926
618	Rd_03050	spoU CDS	610073	611128	-	tRNA/rRNA methyltransferase	-	-	-	-	-	CDS	-	-	610073	611128
619	Rd_03055c	trmN6 CDS	611807	611160	-	tRNA1(Val) (adenine(37)-N6)-methyltransferase	-	-	-	-	-	CDS	-	-	611160	611807
620	Rd_03060	srmB CDS	611928	613247	-	ATP-dependent RNA helicase SrmB	-	-	-	-	-	CDS	-	-	611928	613247
621	Rd_03065c	Mycothiol acetyltransferase CDS	613958	613440	-	Mycothiol acetyltransferase	-	-	-	-	-	CDS	-	-	613440	613958
622	Rd_03070c	Uncharacterized protein CDS	614247	613948	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	613948	614247
623	Rd_03075c	yegQ CDS	615771	614389	-	tRNA 5-hydroxyuridine modification protein YegQ	-	-	-	-	-	CDS	-	-	614389	615771
624	Rd_03080c	Putative metabolite transport protein CDS	617244	615940	-	Putative metabolite transport protein	-	-	-	-	-	CDS	-	-	615940	617244
625	Rd_03085c	thiE CDS	617908	617228	-	Thiamine-phosphate synthase	-	-	-	-	-	CDS	-	-	617228	617908
626	Rd_03090c	thiD CDS	618728	617919	-	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	-	-	-	-	-	CDS	-	-	617919	618728
627	Rd_03095c	thiM CDS	619512	618721	-	hydroxyethylthiazole kinase	-	-	-	-	-	CDS	-	-	618721	619512
628	KPHLBEJAJH_108c	TPP riboswitch (THI element) regulatory_region	619730	619642	-	Dbxref=RFAM:RF00059,SO:0000035	-	-	-	-	-	regulatory_region	-	-	619642	619730
629	Rd_03100c	lomR CDS	620054	619842	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	619842	620054
630	Rd_03105c	rne CDS	623093	620286	-	ribonuclease E	-	-	-	-	-	CDS	-	-	620286	623093
631	Rd_03110	rluC CDS	623514	624482	-	23S rRNA pseudouridine(955/2504/2580) synthase RluC	-	-	-	-	-	CDS	-	-	623514	624482
632	Rd_03115	hfq CDS	624573	624848	-	RNA chaperone Hfq	-	-	-	-	-	CDS	-	-	624573	624848
633	Rd_03120c	tyrR CDS	625901	624945	-	HTH-type transcriptional regulatory protein TyrR	-	-	-	-	-	CDS	-	-	624945	625901
634	Rd_03125c	mepM CDS	627443	626016	-	murein DD-endopeptidase MepM	-	-	-	-	-	CDS	-	-	626016	627443
635	Rd_03130	znuC CDS	627615	628421	-	zinc ABC transporter ATP-binding protein ZnuC	-	-	-	-	-	CDS	-	-	627615	628421
636	Rd_03135	znuB CDS	628421	629206	-	zinc ABC transporter permease subunit ZnuB	-	-	-	-	-	CDS	-	-	628421	629206
637	Rd_03140	accA CDS	629295	630242	-	acetyl-CoA carboxylase carboxyl transferase subunit alpha	-	-	-	-	-	CDS	-	-	629295	630242
638	Rd_03145	pdxY CDS	630315	631181	-	pyridoxal kinase	-	-	-	-	-	CDS	-	-	630315	631181
639	Rd_03150	tilS CDS	631181	632473	-	tRNA(Ile)-lysidine synthase	-	-	-	-	-	CDS	-	-	631181	632473
640	Rd_03155c	mutH CDS	633141	632470	-	DNA mismatch repair endonuclease MutH	-	-	-	-	-	CDS	-	-	632470	633141
641	Rd_03160c	ogt CDS	633677	633138	-	Methylated-DNA--protein-cysteine methyltransferase	-	-	-	-	-	CDS	-	-	633138	633677
642	Rd_03165c	ompP1 CDS	635133	633754	-	Outer membrane protein P1	-	-	-	-	-	CDS	-	-	633754	635133
643	Rd_03170	yfcZ CDS	635340	635627	-	UPF0381 protein	-	-	-	-	-	CDS	-	-	635340	635627
644	Rd_03175c	cpdA CDS	636549	635725	-	3'%2C5'-cyclic-AMP phosphodiesterase	-	-	-	-	-	CDS	-	-	635725	636549
645	Rd_03180c	nudF CDS	637191	636559	-	ADP-ribose diphosphatase	-	-	-	-	-	CDS	-	-	636559	637191
646	Rd_03185c	xseA CDS	638708	637389	-	exodeoxyribonuclease VII large subunit	-	-	-	-	-	CDS	-	-	637389	638708
647	Rd_03190c	roxA CDS	639924	638710	-	putative ribosomal oxygenase	-	-	-	-	-	CDS	-	-	638710	639924
648	Rd_03195c	rnfH CDS	640235	639927	-	RnfH family protein	-	-	-	-	-	CDS	-	-	639927	640235
649	Rd_03200	pth CDS	640402	640986	-	aminoacyl-tRNA hydrolase	-	-	-	-	-	CDS	-	-	640402	640986
650	Rd_03205	ychF CDS	641035	642126	-	redox-regulated ATPase YchF	-	-	-	-	-	CDS	-	-	641035	642126
651	Rd_03210	Uncharacterized protein CDS	642199	643050	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	642199	643050
652	Rd_03215	SGNH domain-containing protein CDS	643072	644082	-	SGNH domain-containing protein	-	-	-	-	-	CDS	-	-	643072	644082
653	Rd_03220c	rnd CDS	645324	644125	-	ribonuclease D	-	-	-	-	-	CDS	-	-	644125	645324
654	Rd_03225c	fadD CDS	647012	645324	-	long-chain-fatty-acid--CoA ligase FadD	-	-	-	-	-	CDS	-	-	645324	647012
655	Rd_03230c	slp CDS	647606	647055	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	647055	647606
656	Rd_03235c	tsaB CDS	648341	647631	-	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	-	-	-	-	-	CDS	-	-	647631	648341
657	Rd_03240c	dinG CDS	650276	648354	-	putative ATP-dependent DNA helicase	-	-	-	-	-	CDS	-	-	648354	650276
658	Rd_03245	ybgC CDS	650601	651011	-	tol-pal system-associated acyl-CoA thioesterase	-	-	-	-	-	CDS	-	-	650601	651011
659	Rd_03250	tolQ CDS	651028	651714	-	protein TolQ	-	-	-	-	-	CDS	-	-	651028	651714
660	Rd_03255	tolR CDS	651786	652205	-	colicin uptake protein TolR	-	-	-	-	-	CDS	-	-	651786	652205
661	Rd_03260	tolA CDS	652221	653339	-	cell envelope integrity protein TolA	-	-	-	-	-	CDS	-	-	652221	653339
662	Rd_03265	tolB CDS	653381	654664	-	Tol-Pal system beta propeller repeat protein TolB	-	-	-	-	-	CDS	-	-	653381	654664
663	Rd_03270	pal CDS	654688	655149	-	peptidoglycan-associated lipoprotein Pal	-	-	-	-	-	CDS	-	-	654688	655149
664	Rd_03275	trnK tRNA	655304	655379	-	tRNA-Lys(ttt)	-	-	-	-	-	tRNA	-	-	655304	655379
665	Rd_03280	trnK tRNA	655403	655478	-	tRNA-Lys(ctt)	-	-	-	-	-	tRNA	-	-	655403	655478
666	Rd_03285	trmJ CDS	655589	656314	-	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	-	-	-	-	-	CDS	-	-	655589	656314
667	Rd_03290	iscR CDS	656367	656819	-	Fe-S cluster assembly transcriptional regulator IscR	-	-	-	-	-	CDS	-	-	656367	656819
668	Rd_03295	iscS CDS	656886	658100	-	IscS subfamily cysteine desulfurase	-	-	-	-	-	CDS	-	-	656886	658100
669	Rd_03300	iscU CDS	658160	658540	-	Iron-sulfur cluster assembly scaffold protein IscU	-	-	-	-	-	CDS	-	-	658160	658540
670	Rd_03305	iscA CDS	658597	658920	-	iron-sulfur cluster assembly protein IscA	-	-	-	-	-	CDS	-	-	658597	658920
671	Rd_03310	hscB CDS	658933	659457	-	Fe-S protein assembly co-chaperone HscB	-	-	-	-	-	CDS	-	-	658933	659457
672	Rd_03315	Uncharacterized protein CDS	659508	660194	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	659508	660194
673	Rd_03320	hscA CDS	660213	662072	-	Fe-S protein assembly chaperone HscA	-	-	-	-	-	CDS	-	-	660213	662072
674	Rd_03325	fdx CDS	662112	662453	-	ISC system 2Fe-2S type ferredoxin	-	-	-	-	-	CDS	-	-	662112	662453
675	Rd_03330	iscX CDS	662453	662647	-	Fe-S cluster assembly protein IscX	-	-	-	-	-	CDS	-	-	662453	662647
676	Rd_03335c	yfgM CDS	663312	662698	-	Ancillary SecYEG translocon subunit	-	-	-	-	-	CDS	-	-	662698	663312
677	Rd_03340c	hisS CDS	664601	663330	-	histidine--tRNA ligase	-	-	-	-	-	CDS	-	-	663330	664601
678	Rd_03345c	ispG CDS	665717	664611	-	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	-	-	-	-	-	CDS	-	-	664611	665717
679	Rd_03350c	rodZ CDS	666637	665726	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	665726	666637
680	Rd_03355c	pilW CDS	667248	666709	-	type IV pilus biogenesis/stability protein PilW	-	-	-	-	-	CDS	-	-	666709	667248
681	Rd_03360c	rlmN CDS	668500	667349	-	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	-	-	-	-	-	CDS	-	-	667349	668500
682	Rd_03365	pbpG CDS	668747	669625	-	D-alanyl-D-alanine endopeptidase	-	-	-	-	-	CDS	-	-	668747	669625
683	Rd_03370	hpf CDS	669990	670871	-	Uncharacterized periplasmic iron-binding protein	-	-	-	-	-	CDS	-	-	669990	670871
684	Rd_03375	znuC CDS	670871	671791	-	putative iron transport system ATP-binding protein	-	-	-	-	-	CDS	-	-	670871	671791
685	Rd_03380	znuB CDS	671795	672643	-	putative iron transport system membrane protein	-	-	-	-	-	CDS	-	-	671795	672643
686	Rd_03385	znuB CDS	672636	673451	-	putative iron transport system membrane protein	-	-	-	-	-	CDS	-	-	672636	673451
687	Rd_03390c	tenA CDS	674198	673551	-	thiaminase II	-	-	-	-	-	CDS	-	-	673551	674198
688	Rd_03395c	tauA CDS	675152	674208	-	Putative thiamine biosynthesis protein	-	-	-	-	-	CDS	-	-	674208	675152
689	Rd_03400c	tauC CDS	675911	675174	-	putative ABC transporter permease protein	-	-	-	-	-	CDS	-	-	675174	675911
690	Rd_03405c	tauB CDS	676630	675908	-	Uncharacterized ABC transporter ATP-binding protein	-	-	-	-	-	CDS	-	-	675908	676630
691	KPHLBEJAJH_107c	TPP riboswitch (THI element) regulatory_region	676792	676704	-	Dbxref=RFAM:RF00059,SO:0000035	-	-	-	-	-	regulatory_region	-	-	676704	676792
692	Rd_03410	Uncharacterized protein CDS	677346	678041	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	677346	678041
693	Rd_03415	galE CDS	678214	679230	-	UDP-glucose 4-epimerase	-	-	-	-	-	CDS	-	-	678214	679230
694	Rd_03420	Uncharacterized protein CDS	679372	680649	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	679372	680649
695	Rd_03425	adk CDS	680734	681378	-	adenylate kinase	-	-	-	-	-	CDS	-	-	680734	681378
696	Rd_03430c	Cytochrome c-type protein CDS	682140	681538	-	Cytochrome c-type protein	-	-	-	-	-	CDS	-	-	681538	682140
697	Rd_03435c	napB CDS	682598	682155	-	Periplasmic nitrate reductase%2C electron transfer subunit	-	-	-	-	-	CDS	-	-	682155	682598
698	Rd_03440c	napH CDS	683467	682604	-	quinol dehydrogenase ferredoxin subunit NapH	-	-	-	-	-	CDS	-	-	682604	683467
699	Rd_03445c	napG CDS	684300	683467	-	ferredoxin-type protein NapG	-	-	-	-	-	CDS	-	-	683467	684300
700	Rd_03450c	napA CDS	686844	684361	-	nitrate reductase catalytic subunit NapA	-	-	-	-	-	CDS	-	-	684361	686844
701	Rd_03455c	napD CDS	687162	686881	-	Chaperone NapD	-	-	-	-	-	CDS	-	-	686881	687162
702	Rd_03460c	napF CDS	687685	687155	-	ferredoxin-type protein NapF	-	-	-	-	-	CDS	-	-	687155	687685
